date,region7,stress_index
2022-12-01,Marmara,0.6175089333995766
2023-01-01,Marmara,0.7741759505232428
2023-02-01,Marmara,0.8530991799010248
2023-03-01,Marmara,0.9570426886480395
2023-04-01,Marmara,0.28688187159188505
2023-05-01,Marmara,0.257087002969595
2023-06-01,Marmara,0.401240273467714
2023-07-01,Marmara,-0.07241327147751984
2023-08-01,Marmara,0.234854179063773
2023-09-01,Marmara,0.2855934857204582
2023-10-01,Marmara,0.354388489963747
2023-11-01,Marmara,0.6102163575784861
2023-12-01,Marmara,0.7201067466306946
2024-01-01,Marmara,0.21111004404620873
2024-02-01,Marmara,0.08240405934146534
2024-03-01,Marmara,-0.14928614283343564
2024-04-01,Marmara,-0.3426638408744498
2024-05-01,Marmara,0.11189567863650328
2024-06-01,Marmara,-0.2633703404506271
2024-07-01,Marmara,-0.21999412157621048
2024-08-01,Marmara,-0.13368633521380163
2024-09-01,Marmara,-0.10146364122350277
2024-10-01,Marmara,-0.14771014485039446
2024-11-01,Marmara,-0.051390796862714326
2024-12-01,Marmara,-0.016164147179685884
2025-01-01,Marmara,0.21876173450856976
2025-02-01,Marmara,-0.182328403219529
2025-03-01,Marmara,-0.3655168919278367
2025-04-01,Marmara,-0.00679642002759898
2025-05-01,Marmara,-0.40621076570235026
2025-06-01,Marmara,-0.6861503605502258
2025-07-01,Marmara,-0.7365524977533698
2025-08-01,Marmara,-0.6661733571450847
2025-09-01,Marmara,-0.7462827235210089
2025-10-01,Marmara,-0.7019127863817637
2025-11-01,Marmara,-0.5049178382655555
2018-01-01,İç Anadolu,-0.09314624407216017
2018-02-01,İç Anadolu,-0.12199219512810719
2018-03-01,İç Anadolu,0.10633139273446819
2018-04-01,İç Anadolu,-0.1505546004215828
2018-05-01,İç Anadolu,-0.32070732530820634
2018-06-01,İç Anadolu,-0.3646175120874027
